gid,village,nbrbati,lat,lon,comm_fkt
"714",Vorotsihy,"63","-20.7807969830803","47.7190417333508",MAROHARATRA_AMPASIMADINIKAKELY
"715",NA,"24","-20.7935134114447","47.7600597835069",MAROHARATRA_AMPASIMADINIKAKELY
"716",Ambalavolo I,"69","-20.7311119015068","47.8351251845524",MAROHARATRA_AMBALAVOLO
"717",NA,"64","-20.7300713338028","47.8383190639163",MAROHARATRA_AMBALAVOLO
"718",NA,"62","-20.7138110601666","47.8503679875474",MAROHARATRA_AMBALAVOLO
"719",Ampitambe,"71","-20.7174728033906","47.8261823828272",MAROHARATRA_AMBALAVOLO
"720",Madiofasina,"80","-20.802142628343","47.8162718865193",MAROHARATRA_AMBOHITSARA EST
"721",NA,"61","-20.7849304964249","47.8592660105057",MAROHARATRA_AMBOHITSARA EST
"722",NA,"128","-20.7731151467812","47.8427195714851",MAROHARATRA_AMBOHITSARA EST
"723",NA,"24","-20.7797432017853","47.8739428000254",MAROHARATRA_AMBOHITSARA EST
"724",NA,"26","-20.8060667178892","47.8539222246935",MAROHARATRA_ANIVORANO
"725",Anivorano,"29","-20.7998266139555","47.8650468037605",MAROHARATRA_ANIVORANO
"726",NA,"32","-20.8043045357656","47.8704781429523",MAROHARATRA_ANIVORANO
"727",Antaramasoandro,"48","-20.766695013665","47.8787120139309",MAROHARATRA_ANIVORANO
"728",Ambodiriana,"48","-20.7969442967965","47.7983087975867",MAROHARATRA_MAHATSARA
"729",NA,"60","-20.7956831029631","47.802269637818",MAROHARATRA_MAHATSARA
"730",Ambohimitilika,"149","-20.8133914990099","47.7850748216949",MAROHARATRA_MAHATSARA
"731",NA,"289","-20.8215087846941","47.7741878693391",MAROHARATRA_MAHATSARA
"732",Betampo,"50","-20.7966073944175","47.5004078818732",ANALAMPASINA_BETAMPO NORD
"733",Betampo Nord,"34","-20.8038518031896","47.5031091224754",ANALAMPASINA_BETAMPO NORD
"734",NA,"52","-20.8317197113765","47.4752349960783",ANALAMPASINA_BETAMPO NORD
"735",Vohimalaza,"28","-20.8250546987199","47.4652682898942",ANALAMPASINA_BETAMPO NORD
"736",NA,"30","-20.9092653779865","47.5377143303636",ANALAMPASINA_AMBOHIMIARINA
"737",NA,"33","-20.9009313770066","47.5427177025978",ANALAMPASINA_AMBOHIMIARINA
"738",Ambohimiarina,"107","-20.9000863893471","47.512513309626",ANALAMPASINA_AMBOHIMIARINA
"739",NA,"41","-20.9070771670159","47.5190233784307",ANALAMPASINA_AMBOHIMIARINA
"740",Tombonina,"37","-20.7756613103175","47.5141333973714",ANALAMPASINA_MATSITSIRANO
"741",NA,"45","-20.7703822387602","47.5176062910253",ANALAMPASINA_MATSITSIRANO
"742",Matsitsirano,"24","-20.7588148553522","47.5453387732776",ANALAMPASINA_MATSITSIRANO
"743",NA,"28","-20.764614086009","47.5471875291448",ANALAMPASINA_MATSITSIRANO
"744",NA,"68","-21.3694860633069","47.5377559559727",KELILALINA_FOTSIALANANA
"745",Ambohimisafikely,"64","-21.3604769705698","47.5390152898235",KELILALINA_FOTSIALANANA
"746",Ambohimiarina Fotsialanana,"54","-21.3560646507707","47.5678147184373",KELILALINA_FOTSIALANANA
"747",NA,"32","-21.3435383198926","47.5603675591301",KELILALINA_FOTSIALANANA
"748",Ambodirotra,"169","-21.3768887511634","47.7593939004251",ANTARETRA_AMBODIROTRA
"749",NA,"9","-21.3574578938142","47.7537690383486",ANTARETRA_AMBODIROTRA
"750",NA,"13","-21.3835499742053","47.7797135893793",ANTARETRA_AMBODIROTRA
"751",NA,"10","-21.349443205914","47.7343433647972",ANTARETRA_AMBODIROTRA
"752",Ambohitsara Andonabe,"25","-21.3885241719948","47.7937925442576",ANTARETRA_ANDONABE
"753",Ambodiriana,"33","-21.3910331386529","47.7817206805008",ANTARETRA_ANDONABE
"754",Andonabe,"85","-21.3960861521205","47.7783851464047",ANTARETRA_ANDONABE
"755",NA,"33","-21.3961806359098","47.7987930035277",ANTARETRA_ANDONABE
"756",Amboenana,"47","-21.4636738903253","47.8037041500085",ANTARETRA_AMPASIMBE
"757",Ampasimbe,"98","-21.4679752727196","47.8034410994652",ANTARETRA_AMPASIMBE
"758",Tanambao Ampasimbe,"19","-21.4435699369714","47.7943172858077",ANTARETRA_AMPASIMBE
"759",NA,"18","-21.4406803712933","47.8152056070732",ANTARETRA_AMPASIMBE
"760",Amboatrotroka,"117","-21.4279189369135","47.7890658561929",ANTARETRA_AMBOATROTROKA
"761",NA,"39","-21.4172986175069","47.7809075148651",ANTARETRA_AMBOATROTROKA
"762",NA,"8","-21.4308066411678","47.7744787217098",ANTARETRA_AMBOATROTROKA
"763",NA,"11","-21.4146695451229","47.7866080163409",ANTARETRA_AMBOATROTROKA
"764",Vatomiempo,"29","-20.7434238116844","47.5859293062609",AMBOHIMANGA DU SUD_MAROLANANANA
"765",NA,"29","-20.7614711618923","47.5773288482404",AMBOHIMANGA DU SUD_MAROLANANANA
"766",Marolananana,"100","-20.7614421732654","47.5913589913519",AMBOHIMANGA DU SUD_MAROLANANANA
"767",Tsaramasoandro,"36","-20.7700565046869","47.5849241782773",AMBOHIMANGA DU SUD_MAROLANANANA
"768",Ampitomita,"38","-21.0014451715171","47.7528105854265",ANTSINDRA_AMPITOMITA
"769",NA,"59","-20.9852148213855","47.7520336100358",ANTSINDRA_AMPITOMITA
"770",NA,"53","-21.0070498118216","47.7128294347635",ANTSINDRA_AMPITOMITA
"771",NA,"42","-20.9897744171896","47.7798081562031",ANTSINDRA_AMPITOMITA
"772",Anivorano,"135","-20.9039887608738","47.6884273109169",ANTSINDRA_ANIVORANO
"773",Ambodivoahangy Anivorano,"40","-20.8891325147443","47.6664254247713",ANTSINDRA_ANIVORANO
"774",Tanambao,"82","-20.8666047334978","47.687963399008",ANTSINDRA_ANIVORANO
"775",Andranomahitsy,"38","-20.9243658797774","47.6846543294697",ANTSINDRA_ANIVORANO
