gid,village,nbrbati,lat,lon,comm_fkt
"1",Andranomangatsiaka,"68","-20.7355014119111","47.7479747094585",MAROHARATRA_AMPASIMPOTSY
"2",Ambohipeno,"50","-20.7272719694322","47.7254150769935",MAROHARATRA_AMPASIMPOTSY
"3",NA,"27","-20.7326165104075","47.7403821103767",MAROHARATRA_AMPASIMPOTSY
"4",Ambodivoasary,"77","-20.9156773680564","47.5827173750422",AMBOHIMANGA DU SUD_AMBODIVOASARY
"5",NA,"9","-20.9179978601651","47.554830156233",AMBOHIMANGA DU SUD_AMBODIVOASARY
"6",NA,"8","-20.9131584539766","47.5661148417272",AMBOHIMANGA DU SUD_AMBODIVOASARY
"7",NA,"14","-20.9214049202728","47.5633211807003",AMBOHIMANGA DU SUD_AMBODIVOASARY
"8",Antavolo,"29","-21.6250443997229","47.6729600699636",MAROTOKO_AMBOATROTROKA
"9",Amboatrotroka,"54","-21.6140497644594","47.6792861208994",MAROTOKO_AMBOATROTROKA
"10",Andasivy,"27","-21.6120923123782","47.6947189970755",MAROTOKO_AMBOATROTROKA
"11",Ambohitsara II,"13","-21.600474950617","47.6774827889888",MAROTOKO_AMBOATROTROKA
"12",NA,"40","-21.5612038191595","47.7444307123073",MAROTOKO_MANDIAFASINA
"13",Ambohimiera,"52","-21.5675437523787","47.7203243226001",MAROTOKO_MANDIAFASINA
"14",Androrangalava,"35","-21.5827168573403","47.7138520157259",MAROTOKO_MANDIAFASINA
"15",Anosibe,"81","-21.5455600842533","47.7468770208398",MAROTOKO_MANDIAFASINA
"16",NA,"15","-21.5463973830928","47.7703461072239",MAROTOKO_AMBODIARA SUD
"17",Ambodihara,"104","-21.5389198129834","47.7882511185683",MAROTOKO_AMBODIARA SUD
"18",Ambohimanarivo Ambodiara Sud,"54","-21.5350116236143","47.7877933830941",MAROTOKO_AMBODIARA SUD
"19",Andemaka,"26","-21.5262036636487","47.7898564526971",MAROTOKO_AMBODIARA SUD
"20",NA,"39","-21.5617824480552","47.7932573696252",MAROTOKO_MANAMPANDRANA
"21",Manampandrana,"58","-21.5544849888597","47.7840435449552",MAROTOKO_MANAMPANDRANA
"22",NA,"70","-21.5728821965043","47.7825099231096",MAROTOKO_MANAMPANDRANA
"23",NA,"21","-21.5825490914347","47.77353918471",MAROTOKO_MANAMPANDRANA
"24",Ambalapaiso,"92","-20.6512619161035","47.6589113305445",FASINTSARA_AMBALAPAISO
"25",NA,"8","-20.6531943549622","47.6820257496496",FASINTSARA_AMBALAPAISO
"26",Ambodinonoka,"63","-20.661304456127","47.672792653735",FASINTSARA_AMBALAPAISO
"27",NA,"8","-20.6644540138517","47.6885458595249",FASINTSARA_AMBALAPAISO
"28",Analavory,"115","-20.8650055484774","47.5146747834971",ANALAMPASINA_ANALAVORY
"29",NA,"34","-20.8600031550604","47.5247373833196",ANALAMPASINA_ANALAVORY
"30",Sarahanony,"16","-20.8630521062889","47.536118042883",ANALAMPASINA_ANALAVORY
"31",NA,"21","-20.8566624242583","47.5230503563244",ANALAMPASINA_ANALAVORY
"32",NA,"46","-21.4729948379861","47.723287453435",ANDRORANGAVOLA_ANDRORANGAVOLA
"33",Androrangavola,"326","-21.5035644854672","47.7176958472197",ANDRORANGAVOLA_ANDRORANGAVOLA
"34",NA,"37","-21.482556661539","47.7313831124975",ANDRORANGAVOLA_ANDRORANGAVOLA
"35",Analanakondro,"37","-21.4787364424054","47.754851106619",ANDRORANGAVOLA_ANDRORANGAVOLA
"36",NA,"12","-20.9357341412297","47.5881485698097",AMBOHIMANGA DU SUD_AMBATOFANOKONANA
"37",NA,"12","-20.9313697353311","47.6269471972239",AMBOHIMANGA DU SUD_AMBATOFANOKONANA
"38",Ambodihazo,"88","-20.9333359952706","47.627454794156",AMBOHIMANGA DU SUD_AMBATOFANOKONANA
"39",NA,"23","-20.938146800964","47.6259875681",AMBOHIMANGA DU SUD_AMBATOFANOKONANA
"44",Maromandia,"90","-20.9493715935277","47.6678070298426",AMBOHIMANGA DU SUD_AMBODIRAFIA
"45",NA,"30","-20.9072847876604","47.6412263348372",AMBOHIMANGA DU SUD_AMBODIRAFIA
"46",Ambodirafia,"99","-20.9267013852706","47.654822708943",AMBOHIMANGA DU SUD_AMBODIRAFIA
"47",NA,"24","-20.9259982263089","47.6358995869678",AMBOHIMANGA DU SUD_AMBODIRAFIA
"48",Volovandana Atsinanana,"60","-20.9860321308973","47.6700750049524",AMBOHIMANGA DU SUD_ANTANJONA
"49",NA,"52","-20.9828191217003","47.6632543327941",AMBOHIMANGA DU SUD_ANTANJONA
"50",Antanjona,"70","-20.9948913781318","47.6877773171726",AMBOHIMANGA DU SUD_ANTANJONA
"51",NA,"10","-20.9911744163459","47.6822605752766",AMBOHIMANGA DU SUD_ANTANJONA
"52",NA,"15","-20.9508744966058","47.6813933055147",AMBOHIMANGA DU SUD_FALIARIVO
"53",NA,"12","-20.9674330999497","47.6700311375536",AMBOHIMANGA DU SUD_FALIARIVO
"54",Faliarivo,"109","-20.9662614544592","47.686836261298",AMBOHIMANGA DU SUD_FALIARIVO
"55",NA,"12","-20.9666826535302","47.692972669004",AMBOHIMANGA DU SUD_FALIARIVO
"56",Manakana,"63","-20.6954071036629","47.7369679109189",MAROHARATRA_MANAKANA
"57",NA,"39","-20.7044414000978","47.7359136318889",MAROHARATRA_MANAKANA
"58",NA,"29","-20.6922379654525","47.7386065454125",MAROHARATRA_MANAKANA
"59",NA,"13","-20.7019482553478","47.7355454433426",MAROHARATRA_MANAKANA
"60",Andemaka Nord,"117","-21.0327095561623","47.5424600470651",AMBOHIMIERA_ANDEMAKA NORD
"61",NA,"38","-21.0335197880578","47.5431459018493",AMBOHIMIERA_ANDEMAKA NORD
"62",Vohimarina,"36","-21.041346768119","47.5545904477221",AMBOHIMIERA_ANDEMAKA NORD
"63",Ambohitsara,"35","-21.0495752254494","47.5292420310716",AMBOHIMIERA_ANDEMAKA NORD
"64",NA,"64","-21.1094969323103","47.5847282903607",AMBOHIMIERA_MANARINONY
"65",Soanerano,"39","-21.0887619244777","47.5814595892969",AMBOHIMIERA_MANARINONY
"66",Manarinony,"99","-21.0958603869715","47.5889112585553",AMBOHIMIERA_MANARINONY
"67",Kianjanaomby,"81","-21.1000166356098","47.5998912979397",AMBOHIMIERA_MANARINONY
"68",Ambohinihaonana,"28","-20.9928438618743","47.5304618762881",AMBOHIMIERA_ANTARAMBAKANA
"69",NA,"23","-20.9890545925197","47.536513969583",AMBOHIMIERA_ANTARAMBAKANA
"70",NA,"26","-20.9778752994745","47.5224309013447",AMBOHIMIERA_ANTARAMBAKANA
"71",NA,"48","-20.966542109488","47.5315172923418",AMBOHIMIERA_ANTARAMBAKANA
"72",Sahalalona (Tobilava),"75","-21.0169565096255","47.5858846357849",AMBOHIMIERA_SAHALALONA
"73",Nosihandry,"21","-21.0126891425355","47.5837393536347",AMBOHIMIERA_SAHALALONA
"74",NA,"13","-21.0301286735176","47.5797517548644",AMBOHIMIERA_SAHALALONA
"75",Marolambo,"30","-21.0377658133283","47.6029609495025",AMBOHIMIERA_SAHALALONA
"76",Morafeno,"35","-21.043156415641","47.602830617516",AMBOHIMIERA_ANDRORANGAVOLA
"77",Sarandahina,"79","-21.0509792128348","47.5747772768203",AMBOHIMIERA_ANDRORANGAVOLA
"78",Androrangavola,"55","-21.0601994486338","47.5909798949889",AMBOHIMIERA_ANDRORANGAVOLA
"79",Amboasary Androrangavola,"37","-21.054339065735","47.5829602640096",AMBOHIMIERA_ANDRORANGAVOLA
"80",Vohimena,"85","-21.1031304285545","47.6142249563756",AMBOHIMIERA_VOHIMENA
"81",NA,"26","-21.1251577083729","47.6009310855888",AMBOHIMIERA_VOHIMENA
"82",Soanierana Vohimena,"63","-21.1225900252038","47.6105807946745",AMBOHIMIERA_VOHIMENA
"83",Fiadanana,"31","-21.1055500452537","47.617087892159",AMBOHIMIERA_VOHIMENA
"88",Mahatsara,"30","-21.6256456613948","47.7443389974122",MAROTOKO_KIANJANOMBY
"89",Kianjanomby,"18","-21.6110256481536","47.739320771725",MAROTOKO_KIANJANOMBY
"90",Ambohitsara,"26","-21.601493689094","47.7300907653206",MAROTOKO_KIANJANOMBY
"91",NA,"32","-21.610531813214","47.7333139657692",MAROTOKO_KIANJANOMBY
"92",NA,"34","-20.7380245476114","47.8013159289694",MAROHARATRA_SOANIERANA
"93",NA,"13","-20.7516010938909","47.806592349276",MAROHARATRA_SOANIERANA
"94",Ambohimalaza,"53","-20.7472309018821","47.7815363563777",MAROHARATRA_SOANIERANA
"95",Soanierana,"73","-20.7416703718311","47.7769424469098",MAROHARATRA_SOANIERANA
"96",NA,"8","-20.7752270725693","47.6456223349758",FASINTSARA_SAHAKONDRO
"97",Sahakondro,"42","-20.7840234260087","47.646568526904",FASINTSARA_SAHAKONDRO
"98",NA,"10","-20.7773706798784","47.6433859776888",FASINTSARA_SAHAKONDRO
"99",Antsira,"14","-20.7742601259894","47.6490519178061",FASINTSARA_SAHAKONDRO
"100",NA,"5","-20.8087750837353","47.6708553778328",FASINTSARA_MANAKANA SUD
"101",Manakana Sud,"184","-20.8048667106277","47.6752871682218",FASINTSARA_MANAKANA SUD
"102",NA,"6","-20.8059347600225","47.6713953162524",FASINTSARA_MANAKANA SUD
"103",NA,"5","-20.7995798082631","47.6840775672292",FASINTSARA_MANAKANA SUD
"104",Tanandava,"38","-20.763072796197","47.686606324317",FASINTSARA_AMBODIARA SUD
"105",NA,"189","-20.782153051777","47.6888178923486",FASINTSARA_AMBODIARA SUD
"106",NA,"9","-20.7805217192472","47.6871532465549",FASINTSARA_AMBODIARA SUD
"107",Ambodiara Sud,"10","-20.768638388155","47.677135793389",FASINTSARA_AMBODIARA SUD
"108",Ampasinambo,"248","-20.610224288775","47.6844770670144",AMPASINAMBO_AMPASINAMBO
"109",NA,"5","-20.5732237698648","47.6846256144354",AMPASINAMBO_AMPASINAMBO
"110",NA,"6","-20.6223609301115","47.6910787145162",AMPASINAMBO_AMPASINAMBO
"111",NA,"6","-20.6025838583599","47.6893955004823",AMPASINAMBO_AMPASINAMBO
"112",Ambodivoahangy,"126","-20.664219272239","47.6260686452279",FASINTSARA_AMBODIVOANGY
"113",NA,"14","-20.6571874045023","47.6182909969713",FASINTSARA_AMBODIVOANGY
"114",NA,"10","-20.6560606858723","47.6184566501793",FASINTSARA_AMBODIVOANGY
"115",NA,"31","-20.6466164633315","47.6146910423334",FASINTSARA_AMBODIVOANGY
"116",Ambinanisery,"171","-20.6563833077285","47.728389706218",FASINTSARA_AMBINANISERY
"117",NA,"7","-20.664283844242","47.7303202375344",FASINTSARA_AMBINANISERY
"118",NA,"8","-20.6547487174454","47.7196004483116",FASINTSARA_AMBINANISERY
"119",NA,"7","-20.6610208034871","47.7263899924318",FASINTSARA_AMBINANISERY
"120",NA,"57","-21.1581446577765","47.7551002710804",TSARATANANA_AMBODIRAFIA EST
"121",Ambohimahavelona Ambodirafia Est,"44","-21.1285358417672","47.748622142475",TSARATANANA_AMBODIRAFIA EST
"122",Tsarahonenana Ambodirafia Est,"57","-21.1369290505012","47.7324028441351",TSARATANANA_AMBODIRAFIA EST
"123",Ambodirafia Est,"106","-21.1300080165847","47.7224801425136",TSARATANANA_AMBODIRAFIA EST
"124",NA,"96","-20.7537165921527","47.7831118095042",MAROHARATRA_MALEMIAMBO
"125",NA,"10","-20.7606184331654","47.7583271469708",MAROHARATRA_MALEMIAMBO
"126",Malemiambo II,"66","-20.7616787621806","47.7931244778336",MAROHARATRA_MALEMIAMBO
"127",NA,"13","-20.7678617204562","47.7888724326478",MAROHARATRA_MALEMIAMBO
"136",Ambodifontsy,"53","-21.4246506502116","47.7138946355773",ANDRORANGAVOLA_AMBODIFONTSINA
"137",NA,"36","-21.3922000133461","47.7148418287118",ANDRORANGAVOLA_AMBODIFONTSINA
"138",Ambodihara,"59","-21.4098273392844","47.7269321675747",ANDRORANGAVOLA_AMBODIFONTSINA
"139",Ambalatamborona,"21","-21.4180949693919","47.6904667497942",ANDRORANGAVOLA_AMBODIFONTSINA
"140",Ambalatenina,"93","-21.4446831862518","47.6512419163143",AMBIABE_AMBALATENINA
"141",NA,"61","-21.4347383790651","47.6760331523177",AMBIABE_AMBALATENINA
"142",Morafeno,"28","-21.4504017544545","47.6580261466736",AMBIABE_AMBALATENINA
"143",NA,"51","-21.4462301391603","47.6662993937947",AMBIABE_AMBALATENINA
"144",NA,"8","-21.4947000175837","47.6234980565383",AMBIABE_AMBALAFASINA
"145",NA,"7","-21.4857573026587","47.6056953071483",AMBIABE_AMBALAFASINA
"146",Ambalafasina I,"22","-21.4884244057042","47.6266676968151",AMBIABE_AMBALAFASINA
"147",Ambodiramiavona Ambalafasina,"23","-21.4732936805758","47.6086188925992",AMBIABE_AMBALAFASINA
"148",NA,"83","-21.5179720982229","47.7855323993773",ANDRORANGAVOLA_MAHASOA
"149",Mahasoa,"82","-21.5029837203915","47.7864090471223",ANDRORANGAVOLA_MAHASOA
"150",NA,"28","-21.4781334297898","47.7897419673897",ANDRORANGAVOLA_MAHASOA
"151",NA,"27","-21.4690963340094","47.7670709717578",ANDRORANGAVOLA_MAHASOA
"152",NA,"12","-21.5370160794376","47.6815765720896",ANDRORANGAVOLA_AMBODIRORANGA
"153",NA,"26","-21.5403650471445","47.6782406935694",ANDRORANGAVOLA_AMBODIRORANGA
"154",Ambodiroranga,"105","-21.5314653873043","47.687120845232",ANDRORANGAVOLA_AMBODIRORANGA
"155",Manakana,"18","-21.5195272605443","47.6892203196995",ANDRORANGAVOLA_AMBODIRORANGA
"156",Ambatolahiambo,"63","-21.3099101832933","47.647208685916",IFANADIANA_ANTAFOTENINA
"157",NA,"24","-21.3144234720956","47.6476485203853",IFANADIANA_ANTAFOTENINA
"158",NA,"58","-21.3268640173853","47.6505700158352",IFANADIANA_ANTAFOTENINA
"159",Ambodiroranga Antafotenina,"52","-21.3277051563583","47.6393282874934",IFANADIANA_ANTAFOTENINA
"160",NA,"13","-21.0641071335668","47.5256380607824",AMBOHIMIERA_TSINJORANO
"161",NA,"13","-21.0584087220117","47.5305146766695",AMBOHIMIERA_TSINJORANO
"162",Tsinjorano,"125","-21.0663158123113","47.5361156795516",AMBOHIMIERA_TSINJORANO
"163",Ambalaomby,"26","-21.0695611360249","47.5383627935548",AMBOHIMIERA_TSINJORANO
"164",Namahoaka,"87","-21.0890323956508","47.5458812830109",AMBOHIMIERA_SAHASOMANGANA
"165",Sahasomangana,"250","-21.0772287440241","47.5466173909582",AMBOHIMIERA_SAHASOMANGANA
"166",NA,"26","-21.0683406266482","47.5447064033117",AMBOHIMIERA_SAHASOMANGANA
"167",Sahamaitso,"27","-21.0823385359694","47.5639019179408",AMBOHIMIERA_SAHASOMANGANA
"168",Marofotsy,"168","-21.0016161804303","47.4945625222592",AMBOHIMIERA_MAROFOTSY
"169",NA,"8","-21.0101679411041","47.5177506561323",AMBOHIMIERA_MAROFOTSY
"170",Ranomena,"54","-21.0180499860672","47.5247471819258",AMBOHIMIERA_MAROFOTSY
"171",NA,"8","-21.0159235427383","47.5169595523078",AMBOHIMIERA_MAROFOTSY
"40",NA,"28","-20.6933853898446","47.7981775708977",MAROHARATRA_AMBINANINDRANO
"41",NA,"7","-20.7095045103715","47.8053725951732",MAROHARATRA_AMBINANINDRANO
"42",Ambinanindrano,"115","-20.6805250170269","47.8026537736924",MAROHARATRA_AMBINANINDRANO
"43",Ambalafoy,"82","-20.6994695849056","47.789592028068",MAROHARATRA_AMBINANINDRANO
"84",Sahofika,"54","-21.2264691099919","47.630863885179",TSARATANANA_SAHOFIKA
"85",Ambodivoasary,"41","-21.2057843194592","47.6357250798479",TSARATANANA_SAHOFIKA
"86",NA,"33","-21.2217640582507","47.6354054440299",TSARATANANA_SAHOFIKA
"87",Ambohimahatsinjo,"36","-21.219466637798","47.660213217939",TSARATANANA_SAHOFIKA
"128",Vohibavy II,"50","-21.1853285880462","47.6513651256855",TSARATANANA_AMBOHITSARA I
"129",Ambohitsara I,"74","-21.1877469777861","47.6640613834496",TSARATANANA_AMBOHITSARA I
"130",Vohipeno,"39","-21.1989661124777","47.6635742630287",TSARATANANA_AMBOHITSARA I
"131",Vohibavy I,"83","-21.1822781651201","47.6483609401357",TSARATANANA_AMBOHITSARA I
"172",NA,"58","-21.2078571234054","47.591893789963",TSARATANANA_ANDRORANGAVOLA VATOFOTSY
"173",NA,"50","-21.2062019365859","47.5923090905744",TSARATANANA_ANDRORANGAVOLA VATOFOTSY
"174",Ambodimanga Androrangavola,"43","-21.1938072828352","47.5729016248562",TSARATANANA_ANDRORANGAVOLA VATOFOTSY
"175",NA,"33","-21.1996411080663","47.5871880876485",TSARATANANA_ANDRORANGAVOLA VATOFOTSY
"176",NA,"27","-21.1546921772642","47.6343862114565",TSARATANANA_TSARATANANA
"177",Ambodiroranga,"48","-21.1598977623089","47.6382042278178",TSARATANANA_TSARATANANA
"178",Ambatomainty,"47","-21.169561191889","47.6379257461243",TSARATANANA_TSARATANANA
"179",Tsaratanana,"288","-21.1791100830689","47.6377690843641",TSARATANANA_TSARATANANA
"180",NA,"23","-21.1969729314849","47.6172319392635",TSARATANANA_AMBODIGOAVY
"181",NA,"27","-21.1839416821372","47.6031909527962",TSARATANANA_AMBODIGOAVY
"182",Ambodigoavy (Ambodirafia),"65","-21.1980577562314","47.6014527376339",TSARATANANA_AMBODIGOAVY
"183",Volotara,"17","-21.1921756948231","47.6130381559938",TSARATANANA_AMBODIGOAVY
"184",Maromandia II,"38","-21.1365294742449","47.606139339201",TSARATANANA_AMBODIMANGA OUEST
"185",NA,"27","-21.1559746161868","47.6132603452717",TSARATANANA_AMBODIMANGA OUEST
"186",Ambodimanga Ouest,"40","-21.1581302538489","47.6134833996559",TSARATANANA_AMBODIMANGA OUEST
"187",Maromandia I,"35","-21.1469088032441","47.6087771476125",TSARATANANA_AMBODIMANGA OUEST
"188",NA,"11","-21.1850783572818","47.6120302698355",TSARATANANA_VOHITRARIVO
"189",Vohitrarivo,"112","-21.1743884998163","47.6127784497912",TSARATANANA_VOHITRARIVO
"190",NA,"13","-21.1682561786871","47.6249949272444",TSARATANANA_VOHITRARIVO
"191",Tsarahonenana Vohitrarivo,"21","-21.1623034539304","47.6002411155581",TSARATANANA_VOHITRARIVO
"192",Ampitambe,"99","-21.2640134228406","47.5811449920844",KELILALINA_AMPITAMBE
"193",NA,"16","-21.2515016434363","47.5842900304828",KELILALINA_AMPITAMBE
"194",Ankazontsara,"63","-21.2686563692256","47.5751848680732",KELILALINA_MANDRIVANY
"195",Mandrivany,"132","-21.2492907075968","47.5611468830171",KELILALINA_MANDRIVANY
"196",NA,"26","-21.2499579892119","47.5704006676997",KELILALINA_MANDRIVANY
"197",Ankeba,"16","-21.2374002840993","47.557073244339",KELILALINA_MANDRIVANY
"198",Ambodipaiso Nord,"61","-21.2787798561778","47.5784338351213",KELILALINA_AMBODIPAISO NORD
"199",Analafasina,"23","-21.2898310202702","47.569509294159",KELILALINA_AMBODIPAISO NORD
"200",NA,"14","-21.2902285727147","47.5696700764858",KELILALINA_AMBODIPAISO NORD
"201",NA,"5","-21.2829837172003","47.5692670068297",KELILALINA_AMBODIPAISO NORD
"202",Ambodipaiso Atsimo,"92","-21.2988640967163","47.5708640629286",KELILALINA_AMBODIPAISO SUD
"203",Ambodivoaroihazo,"16","-21.3187676694173","47.5876473983469",KELILALINA_AMBODIPAISO SUD
"204",Andranomavo,"31","-21.3043376989879","47.5752467445187",KELILALINA_AMBODIPAISO SUD
"205",NA,"15","-21.3067799740281","47.5827361114607",KELILALINA_AMBODIPAISO SUD
"206",Kelilalina,"399","-21.2869684467876","47.5541574207997",KELILALINA_KELILALINA
"207",Manokakora,"101","-21.2871040557004","47.5442945465961",KELILALINA_KELILALINA
"208",NA,"38","-21.2833691318192","47.5640153833207",KELILALINA_KELILALINA
"209",Ambohimiarina Kelilalina,"44","-21.3174293997695","47.538386094909",KELILALINA_KELILALINA
"210",NA,"21","-21.3320129165347","47.5698609552435",KELILALINA_ANDRANOMAINTY
"211",NA,"55","-21.3259670345794","47.564138985315",KELILALINA_ANDRANOMAINTY
"212",Ambohimahavelona,"75","-21.3104112797156","47.5737677269842",KELILALINA_ANDRANOMAINTY
"213",NA,"40","-21.3218358996405","47.5797232624759",KELILALINA_ANDRANOMAINTY
"132",NA,"7","-21.338066812968","47.5312029294144",KELILALINA_ANOSY
"133",NA,"6","-21.3305668882769","47.5427300192711",KELILALINA_ANOSY
"134",Anosy,"57","-21.3257674125172","47.5437502099892",KELILALINA_ANOSY
"135",NA,"6","-21.3321954637612","47.5432388585726",KELILALINA_ANOSY
"214",NA,"40","-20.5802332625108","47.6293108590592",AMPASINAMBO_VOLOBE
"215",Betamba,"134","-20.6272539417634","47.6545765814534",AMPASINAMBO_VOLOBE
"216",Manakana Avaratra,"27","-20.6285028666527","47.6223098593602",AMPASINAMBO_VOLOBE
"217",NA,"7","-20.6189814531194","47.6127662923107",AMPASINAMBO_VOLOBE
"218",Tsaratanana,"44","-20.7097623466913","47.6548259030444",FASINTSARA_TSARATANANA
"219",NA,"19","-20.7078470425013","47.6531577421351",FASINTSARA_TSARATANANA
"220",NA,"55","-20.7062577257791","47.6525395383357",FASINTSARA_TSARATANANA
"221",NA,"26","-20.7073203302396","47.6414581445452",FASINTSARA_TSARATANANA
"222",Tsararivotra,"75","-20.7153693926188","47.6635365471692",FASINTSARA_TSARARIVOTRA
"223",NA,"14","-20.7203952372129","47.6657774742557",FASINTSARA_TSARARIVOTRA
"224",NA,"10","-20.7232251508843","47.6652296344706",FASINTSARA_TSARARIVOTRA
"225",NA,"5","-20.7221610287073","47.6602061771524",FASINTSARA_TSARARIVOTRA
"226",NA,"5","-20.7294275300127","47.6620683409355",FASINTSARA_BEFOTAKA
"227",NA,"5","-20.7317543456464","47.6455182884753",FASINTSARA_BEFOTAKA
"228",Befotaka,"70","-20.7237251990809","47.6478597527269",FASINTSARA_BEFOTAKA
"229",NA,"11","-20.7213625848789","47.6485605748729",FASINTSARA_BEFOTAKA
"230",Ankerana,"56","-20.7221158329817","47.7070652233055",FASINTSARA_AMBOHITSARA
"231",Ambohitsara,"88","-20.7158784189906","47.6948169922845",FASINTSARA_AMBOHITSARA
"232",Fasintsara,"16","-20.7145652098896","47.6936694064588",FASINTSARA_AMBOHITSARA
"233",NA,"11","-20.7131194319967","47.6943363634403",FASINTSARA_AMBOHITSARA
"234",Fasintsara,"161","-20.7164157064347","47.6925937738539",FASINTSARA_FASINTSARA
"235",NA,"7","-20.6832782910569","47.6821166220325",FASINTSARA_FASINTSARA
"236",NA,"8","-20.7290887966277","47.6662102014629",FASINTSARA_FASINTSARA
"237",NA,"9","-20.7253936130507","47.6895932949817",FASINTSARA_FASINTSARA
"238",NA,"110","-21.223237686829","47.5887682984687",KELILALINA_AMBOHINIHAONANA
"239",NA,"47","-21.2306665784299","47.5916545868759",KELILALINA_AMBOHINIHAONANA
"240",Tsarahonenana,"55","-21.2433624326754","47.6000926921045",KELILALINA_AMBOHINIHAONANA
"241",NA,"33","-21.2174172073995","47.6083607262664",KELILALINA_AMBOHINIHAONANA
"242",Kianjanomby,"167","-21.2391223562281","47.5745802373074",KELILALINA_KIANJANOMBY
"243",NA,"11","-21.2382215178292","47.5743104383487",KELILALINA_KIANJANOMBY
"244",NA,"7","-21.2274848063817","47.5711375734302",KELILALINA_KIANJANOMBY
"245",NA,"5","-21.2366683120092","47.5659476283311",KELILALINA_KIANJANOMBY
"258",NA,"31","-21.4180877109661","47.5402832271695",AMBIABE_AMBINANINDRANOTELO
"259",Ambodiramiavona Ambinanindranotelo,"49","-21.4744965418404","47.5860838163577",AMBIABE_AMBINANINDRANOTELO
"260",Ambinanindranotelo,"148","-21.4502039921192","47.5543942746353",AMBIABE_AMBINANINDRANOTELO
"261",Ambodimampay,"35","-21.4376726176543","47.587960996795",AMBIABE_AMBINANINDRANOTELO
"262",NA,"27","-21.3865942044931","47.5626057714838",AMBIABE_ANKABOKA
"263",Tsarahonenana,"24","-21.4095096331132","47.5697747833315",AMBIABE_ANKABOKA
"264",Andranoteza,"15","-21.3970056084269","47.5604931812341",AMBIABE_ANKABOKA
"265",Ambohimahatsinjo,"71","-21.4014329785692","47.581138521336",AMBIABE_ANKABOKA
"266",Mangalahenatra,"32","-21.3767435521299","47.5947500176504",AMBIABE_AMBIABE I
"267",Ambiabe I,"67","-21.3945638431038","47.5964916879771",AMBIABE_AMBIABE I
"268",NA,"37","-21.4181360163784","47.593014187758",AMBIABE_AMBIABE I
"269",Analobahiny,"48","-21.4108958782381","47.6165770202554",AMBIABE_AMBIABE I
"270",Anivorano,"42","-21.5359442967757","47.7552044504353",ANDRORANGAVOLA_ANIVORANO
"271",Antanantanana,"24","-21.5140846565402","47.7639378268997",ANDRORANGAVOLA_ANIVORANO
"272",NA,"22","-21.5037307359914","47.7590172548966",ANDRORANGAVOLA_ANIVORANO
"273",NA,"18","-21.5175194250181","47.7540538825492",ANDRORANGAVOLA_ANIVORANO
"274",Ambohimahavelona,"19","-21.5843566232377","47.6675762913092",ANDRORANGAVOLA_LAVAKIANJA SUD
"275",Ambohitsara I,"13","-21.5847059892152","47.676017455589",ANDRORANGAVOLA_LAVAKIANJA SUD
"276",Lavakianja Sud,"71","-21.5644975433968","47.6669937958141",ANDRORANGAVOLA_LAVAKIANJA SUD
"277",NA,"29","-21.5598229594204","47.6668713843384",ANDRORANGAVOLA_LAVAKIANJA SUD
"278",Ambodiakondro,"116","-21.4628260954113","47.7188548202953",ANDRORANGAVOLA_AMBODIARA NORD
"279",NA,"100","-21.438935549514","47.7156392824247",ANDRORANGAVOLA_AMBODIARA NORD
"280",NA,"15","-21.4385745431115","47.7505657324731",ANDRORANGAVOLA_AMBODIARA NORD
"281",NA,"7","-21.4302856442076","47.7369563314785",ANDRORANGAVOLA_AMBODIARA NORD
"282",NA,"16","-21.4063874109358","47.5346816752473",AMBIABE_SAHAVATANA
"283",Saonjorano,"14","-21.4165580699922","47.5294606614125",AMBIABE_SAHAVATANA
"284",Sahavatana,"32","-21.3939710670202","47.5465019992519",AMBIABE_SAHAVATANA
"285",NA,"14","-21.4161448860183","47.5431360270694",AMBIABE_SAHAVATANA
"290",NA,"65","-21.2179256589572","47.5511703824307",KELILALINA_AMBODIVOANGY
"291",NA,"40","-21.2160232323823","47.552136826682",KELILALINA_AMBODIVOANGY
"292",NA,"93","-21.2132500285478","47.5487334689508",KELILALINA_AMBODIVOANGY
"293",NA,"6","-21.2096356168228","47.5474923041122",KELILALINA_AMBODIVOANGY
"294",Ampasimpotsy Ampasimpotsy,"97","-21.476710890469","47.7050182909551",ANDRORANGAVOLA_AMPASIMPOTSY
"295",NA,"30","-21.4668599983139","47.6844456732335",ANDRORANGAVOLA_AMPASIMPOTSY
"296",Ambohimahavelona Atsimo,"25","-21.4409421449506","47.6979021122025",ANDRORANGAVOLA_AMPASIMPOTSY
"297",Ambohimahavelona Avaratra,"37","-21.4310424292603","47.6954125515829",ANDRORANGAVOLA_AMPASIMPOTSY
"298",NA,"27","-21.5449493891934","47.71743364806",ANDRORANGAVOLA_AMBALATABAKA
"299",Vatomena,"27","-21.5388767890977","47.7263286892204",ANDRORANGAVOLA_AMBALATABAKA
"300",Ambohinihaoanana Ambalatabaka,"41","-21.5407883318501","47.7158821754603",ANDRORANGAVOLA_AMBALATABAKA
"301",Ambalatahaka,"83","-21.5404232984112","47.7100754377159",ANDRORANGAVOLA_AMBALATABAKA
"302",Mahatsinjona,"45","-21.5737656737328","47.6917623680895",ANDRORANGAVOLA_AMBOHIMISAFY
"303",Ambohimiarina Ambohimisafy,"32","-21.5515537994046","47.6945062395106",ANDRORANGAVOLA_AMBOHIMISAFY
